ticker	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	Inst Trans	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	SMA200	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price	Change
SLB	S&P 500	36.20B	-10559.00M	26.30B	8.58	2.75	0.50	1.93%	105000	Yes	Yes	2.20	-	30.12	-	1.38	3.03	9.43	50.69	0.90	1.20	1.49	1.38	7.49%	-7.61	0.86	0.17	-576.90%	-6.12%	-29.90%	-7.50%	-38.40%	99.30%	Jan 22 BMO	15.93%	0.10%	0.21%	76.20%	0.06%	-21.80%	-66.70%	-24.50%	11.40%	-41.30%	-40.20%	-	33.72%	1.39B	1.39B	1.25%	1.20	25.18	11.87 - 39.97	-37.72%	109.73%	61.45	0.62	14.54M	6,742,816	4.34%	17.04%	62.76%	37.94%	-32.27%	18.92%	2.40	1.03	4.55% 3.80%	25.96	24.90	-4.10%
POOL	S&P 500	14.54B	325.60M	3.68B	14.69	1.88	2.32	0.63%	4500	Yes	Yes	2.30	45.95	39.92	2.70	3.95	24.96	194.59	43.98	0.90	2.20	0.58	0.56	-2.41%	7.98	9.19	0.76	13.80%	17.00%	21.30%	7.30%	26.80%	49.90%	Oct 22 BMO	1.96%	0.70%	-39.05%	95.80%	1.95%	20.10%	71.00%	30.90%	28.60%	11.30%	8.80%	27.80%	19.80%	40.12M	38.88M	2.47%	2.37	374.29	160.35 - 401.29	-10.34%	124.39%	47.49	0.53	404.17K	159,392	-4.99%	5.81%	1.77%	29.30%	68.96%	-1.56%	0.75	11.31	2.54% 3.06%	366.70	359.81	-1.88%
NOW	S&P 500	96.89B	700.60M	4.22B	13.84	15.67	-	-	12643	Yes	Yes	1.80	146.08	92.87	5.46	22.96	37.16	32.83	83.67	1.40	1.40	0.64	0.64	-3.80%	3.52	5.54	1.05	36.70%	26.74%	35.50%	38.40%	30.10%	-69.00%	Jan 27 AMC	-1.86%	0.52%	-18.15%	91.20%	0.08%	10.60%	29.40%	21.30%	78.20%	4.00%	16.60%	0.00%	16.47%	193.24M	193.17M	1.28%	1.84	562.43	238.93 - 566.74	-8.78%	116.38%	45.12	0.71	1.34M	707,335	0.57%	-3.41%	-0.49%	24.27%	68.71%	-6.56%	1.01	15.09	2.67% 2.59%	514.34	516.99	0.52%
WEC	S&P 500	27.50B	1.20B	7.26B	33.13	0.04	2.71	3.12%	7509	Yes	Yes	3.10	22.83	21.64	3.74	3.79	2.62	2098.90	-	0.40	0.60	1.25	1.11	-1.57%	3.81	4.01	0.73	7.10%	6.11%	6.70%	8.50%	2.70%	14.00%	Feb 04 BMO	-6.56%	0.10%	-25.12%	74.60%	-0.01%	3.40%	11.70%	6.20%	68.40%	23.40%	16.60%	65.10%	-5.53%	315.40M	314.89M	1.15%	2.96	97.85	68.01 - 109.53	-19.49%	29.66%	42.54	0.70	1.22M	634,267	-1.59%	-5.15%	-12.78%	-1.03%	-8.72%	-5.62%	0.16	1.98	2.51% 2.11%	86.86	88.18	1.52%
CVS	S&P 500	97.09B	7.96B	266.04B	52.52	9.34	2.00	2.66%	290000	Yes	Yes	2.10	12.39	9.96	2.69	0.36	1.43	8.03	9.70	0.70	1.00	0.97	0.89	7.64%	6.06	7.54	1.23	861.40%	4.60%	5.10%	13.00%	3.50%	-20.60%	Nov 06 BMO	9.64%	0.10%	-9.67%	78.00%	0.19%	3.50%	12.00%	7.20%	38.50%	5.10%	3.00%	32.90%	19.35%	1.31B	1.31B	1.18%	1.79	82.48	52.04 - 77.23	-1.28%	46.50%	70.23	0.67	8.65M	4,296,254	1.43%	7.64%	28.27%	15.48%	-0.29%	9.88%	0.83	1.71	2.35% 2.15%	75.05	76.24	1.59%
FOX	S&P 500	17.81B	-	12.35B	18.09	-	0.46	1.52%	9000	Yes	Yes	-	11.55	12.91	1.26	1.44	1.68	-	-	-	-	-	-	4.87%	2.63	2.35	0.49	-	9.20%	-	-	1.90%	121.60%	-	7.10%	39.70%	-0.07%	60.03%	-	-	-	-	-	-	-	-	11.73%	586.91M	453.42M	0.43%	1.25	51.50	19.13 - 38.84	-22.14%	58.08%	58.77	1.78	1.54M	2,042,323	0.36%	7.06%	11.83%	14.95%	-17.53%	5.06%	-	0.90	3.46% 2.99%	30.34	30.24	-0.33%
VZ	DJIA S&P500	239.02B	18.31B	128.38B	15.72	2.14	2.51	4.40%	133200	Yes	Yes	2.60	12.90	11.40	5.43	1.86	3.63	26.61	20.75	1.00	1.10	1.78	1.69	-2.31%	4.42	5.01	1.17	23.80%	2.37%	14.00%	0.70%	-4.10%	-16.20%	Jan 26 BMO	-3.98%	0.03%	-0.85%	66.30%	0.01%	6.20%	29.40%	13.70%	59.50%	19.30%	14.30%	55.60%	-1.07%	4.14B	4.14B	0.81%	2.12	61.62	48.84 - 61.95	-7.50%	17.33%	35.32	0.77	15.81M	9,107,392	-2.55%	-4.90%	-2.38%	2.26%	-3.49%	-2.91%	0.46	0.78	1.28% 1.20%	57.04	57.31	0.46%
WLTW	S&P 500	26.70B	1.10B	9.28B	80.88	12.68	2.84	1.38%	45000	Yes	Yes	2.50	24.24	17.00	4.27	2.88	2.54	16.21	24.95	1.00	1.00	0.53	0.44	0.05%	8.48	12.09	5.04	52.50%	5.68%	8.70%	18.90%	1.00%	65.30%	Oct 29 BMO	0.61%	0.30%	0.00%	92.30%	-1.86%	2.90%	10.30%	6.80%	-	14.70%	11.50%	32.50%	2.88%	130.00M	128.54M	6.44%	8.61	225.31	143.34 - 220.97	-6.58%	44.02%	51.25	0.70	961.18K	499,122	0.12%	-0.13%	-3.31%	-0.96%	0.70%	-2.46%	0.76	5.28	2.60% 2.68%	205.50	206.44	0.46%
ATO	S&P 500	11.11B	601.00M	2.82B	54.73	0.16	2.50	2.85%	4694	Yes	Yes	2.20	17.93	16.22	2.53	3.94	1.60	534.10	-	0.50	0.60	0.67	0.67	-3.47%	4.89	5.40	1.57	12.40%	7.10%	10.30%	-0.70%	7.00%	8.00%	Feb 02 AMC	-6.81%	0.60%	0.33%	89.30%	-0.44%	4.10%	9.40%	6.00%	76.60%	29.20%	21.30%	47.00%	-9.52%	126.04M	124.83M	3.75%	4.88	108.50	77.92 - 121.08	-26.30%	14.53%	39.58	0.51	957.51K	363,776	-2.37%	-11.93%	-7.79%	-12.84%	-22.95%	-8.16%	0.36	2.09	2.13% 2.43%	87.64	89.24	1.83%
V	DJIA S&P500	468.21B	10.48B	21.85B	15.79	8.64	1.28	0.63%	20500	Yes	Yes	1.80	44.36	29.59	3.69	21.43	12.78	23.36	66.51	1.90	1.90	0.77	0.68	-4.71%	4.55	6.82	1.28	-18.60%	12.03%	10.90%	9.50%	-16.90%	-52.70%	Oct 28 AMC	-3.70%	0.11%	-10.00%	96.10%	0.00%	13.70%	34.80%	20.20%	79.30%	64.50%	47.90%	22.80%	2.59%	1.97B	1.55B	1.83%	3.39	231.94	133.93 - 220.39	-8.54%	50.51%	35.90	0.88	8.36M	5,459,595	-5.59%	-2.60%	-0.17%	4.32%	1.03%	-7.71%	0.96	4.17	2.22% 1.77%	201.86	201.57	-0.14%
BLL	S&P 500	29.45B	518.00M	11.40B	8.84	2.35	0.60	0.67%	18300	Yes	Yes	2.30	57.87	26.91	4.19	2.58	10.17	38.20	160.95	0.70	1.10	2.67	2.66	-1.67%	1.55	3.34	0.79	15.20%	13.81%	0.20%	6.00%	4.70%	168.20%	Feb 04 BMO	-3.95%	0.50%	-13.05%	86.20%	0.10%	3.10%	18.50%	8.00%	20.70%	7.70%	4.50%	37.80%	12.99%	326.55M	325.24M	2.42%	4.71	103.93	51.26 - 102.76	-12.51%	75.38%	42.32	0.74	1.67M	916,310	-0.83%	-0.41%	-0.14%	29.45%	31.84%	-3.49%	0.42	1.90	1.53% 1.91%	89.93	89.90	-0.03%
CPB	S&P 500	14.00B	732.00M	8.85B	9.17	2.37	1.48	3.23%	14500	Yes	Yes	2.90	19.05	14.96	2.20	1.58	5.00	19.39	20.24	0.50	0.80	2.20	1.80	-3.27%	2.41	3.07	0.85	23.60%	8.64%	-1.80%	1.50%	7.20%	82.20%	Dec 09 BMO	-4.34%	0.20%	-0.99%	53.80%	0.05%	14.40%	68.10%	11.20%	35.20%	15.00%	20.00%	23.90%	-6.19%	302.00M	195.26M	10.63%	10.42	52.38	40.70 - 57.54	-20.09%	12.97%	37.19	1.26	1.99M	1,862,430	-2.86%	-1.80%	-7.26%	-7.43%	-4.00%	-5.13%	0.57	0.91	2.32% 1.85%	45.87	45.98	0.24%
IP	S&P 500	19.87B	495.00M	20.84B	18.04	13.90	2.05	4.10%	51000	Yes	Yes	2.50	39.89	13.33	16.48	0.95	2.77	3.59	14.36	1.10	1.30	1.23	1.20	0.03%	1.25	3.75	0.80	-21.80%	2.42%	18.40%	-1.10%	-8.00%	-40.60%	Feb 04 BMO	1.77%	0.24%	-5.09%	85.70%	0.86%	1.50%	6.90%	8.60%	31.00%	6.40%	2.40%	163.10%	25.88%	393.10M	392.17M	2.15%	3.11	51.55	26.38 - 53.39	-5.84%	90.56%	50.83	0.85	2.71M	1,706,559	-4.01%	4.10%	11.91%	33.67%	12.31%	0.52%	1.08	1.32	2.90% 2.29%	49.98	50.27	0.58%
CCL	S&P 500	22.39B	-7590.00M	10.34B	25.17	7.64	-	-	104000	Yes	Yes	2.90	-	-	-	2.16	0.83	2.74	-	0.90	0.90	1.28	0.97	-0.09%	-10.28	-3.57	-1.86	-2.70%	-	22.60%	5.60%	-99.50%	-243.20%	Oct 08 BMO	5.59%	8.90%	-9.49%	43.70%	-0.67%	-15.80%	-33.70%	8.70%	13.40%	-65.20%	-73.40%	-	28.30%	921.34M	797.14M	7.24%	1.15	17.58	7.80 - 51.94	-59.80%	167.69%	52.47	0.66	50.23M	24,744,571	0.87%	-0.05%	49.75%	32.57%	-58.52%	-3.42%	2.29	1.03	3.81% 4.67%	20.92	20.88	-0.19%
IPGP	S&P 500	12.77B	105.80M	1.17B	46.52	25.08	-	-	5960	Yes	Yes	2.30	124.82	51.35	5.83	10.91	5.29	9.81	52.77	8.20	10.10	0.02	0.01	8.26%	1.97	4.79	0.95	-56.00%	21.40%	-2.50%	11.30%	-3.30%	-37.90%	Oct 30 BMO	15.00%	15.00%	-3.32%	66.30%	-0.12%	3.90%	4.40%	6.80%	44.10%	11.40%	9.00%	0.00%	42.51%	53.10M	35.76M	2.87%	3.90	209.29	98.04 - 251.99	-2.52%	150.56%	70.99	0.47	262.83K	91,856	4.66%	17.71%	35.32%	43.94%	76.13%	9.99%	1.47	7.01	3.71% 2.97%	246.14	245.65	-0.20%
L	S&P 500	13.08B	-1111.00M	12.87B	62.18	3.21	0.25	0.53%	18605	Yes	Yes	3.00	-	-	-	1.02	0.76	14.76	16.20	-	-	0.60	0.60	4.75%	-3.94	-	-	54.60%	14.03%	4.10%	0.80%	-5.90%	108.80%	Nov 02 BMO	8.90%	15.59%	-0.03%	64.80%	-0.11%	-1.40%	-6.30%	4.80%	-	-9.20%	-8.60%	-	27.61%	279.40M	232.03M	1.20%	3.01	-	27.33 - 56.88	-16.88%	73.03%	68.67	0.40	920.33K	271,465	1.39%	10.57%	34.09%	30.79%	-8.28%	5.29%	0.90	1.00	1.85% 2.06%	47.40	47.28	-0.25%
LEN	S&P 500	23.63B	2.08B	22.62B	55.59	7.01	1.00	1.33%	10106	Yes	Yes	2.30	11.26	7.08	1.05	1.04	1.35	10.70	7.74	-	-	0.47	0.42	-0.26%	6.66	10.60	1.71	1.50%	10.70%	15.50%	23.40%	0.20%	33.30%	Dec 16 AMC	1.17%	0.20%	-28.37%	96.60%	0.20%	7.10%	12.70%	7.20%	15.00%	11.70%	9.20%	3.70%	12.47%	308.89M	285.17M	2.99%	3.02	94.71	25.42 - 86.80	-11.60%	201.87%	51.81	0.56	2.82M	1,185,032	-0.90%	0.44%	-9.97%	7.45%	19.46%	-1.60%	1.53	2.70	3.94% 3.44%	75.01	76.74	2.30%
SYY	S&P 500	37.49B	-21.40M	49.37B	2.55	12.06	1.80	2.38%	57000	Yes	Yes	2.50	-	23.86	-	0.76	29.61	6.26	42.95	1.30	1.70	10.58	9.56	1.86%	-0.06	3.17	0.36	-87.00%	24.58%	-18.30%	1.70%	-23.00%	-51.50%	Nov 03 BMO	4.26%	0.10%	-93.88%	83.80%	-0.02%	-0.10%	-1.20%	3.90%	18.60%	0.90%	0.00%	-	24.93%	509.13M	508.65M	1.88%	3.21	77.56	26.00 - 84.12	-10.02%	191.13%	54.39	0.39	2.98M	874,865	-0.11%	2.83%	12.87%	38.25%	-8.64%	1.68%	1.39	2.32	3.50% 2.90%	75.51	75.69	0.24%
DGX	S&P 500	16.97B	1.10B	8.36B	47.41	11.82	2.24	1.79%	47000	Yes	Yes	2.10	15.48	11.93	1.59	2.03	2.64	10.58	15.56	1.30	1.40	0.71	0.63	2.11%	8.07	10.48	3.92	18.70%	9.72%	10.20%	0.80%	42.40%	164.50%	Oct 22 BMO	1.03%	0.40%	-47.70%	91.10%	-0.08%	8.50%	18.70%	9.40%	37.00%	18.40%	13.20%	26.50%	7.37%	135.00M	134.10M	1.90%	2.10	140.81	73.02 - 131.81	-5.67%	70.28%	54.79	0.84	1.21M	758,059	0.83%	1.47%	6.25%	1.04%	17.09%	4.87%	1.05	2.69	2.30% 2.25%	124.97	124.34	-0.50%
ANTM	S&P 500	80.28B	4.96B	117.53B	135.14	16.00	3.80	1.18%	70600	Yes	Yes	2.00	16.67	12.72	1.22	0.68	2.39	20.15	12.98	-	-	0.61	0.56	1.93%	19.35	25.36	2.52	31.10%	13.70%	15.60%	7.10%	16.80%	-80.80%	Oct 28 BMO	2.17%	0.10%	-11.93%	94.00%	1.58%	5.90%	15.00%	10.70%	-	6.40%	4.20%	18.60%	14.92%	251.00M	247.38M	1.66%	3.13	363.52	171.03 - 340.98	-4.57%	90.26%	53.77	0.77	1.31M	755,595	-4.40%	4.01%	10.32%	22.13%	6.95%	0.45%	1.00	7.88	2.28% 2.35%	322.52	325.40	0.89%
BWA	S&P 500	9.88B	362.00M	8.80B	23.09	8.50	0.68	1.72%	29000	Yes	Yes	2.40	22.64	10.49	3.42	1.12	1.72	4.66	14.13	2.00	2.30	0.60	0.59	-2.15%	1.75	3.78	0.88	-15.30%	6.63%	5.30%	4.10%	1.70%	-43.10%	Oct 29 BMO	-0.34%	0.20%	-14.65%	91.60%	0.64%	3.60%	7.70%	12.90%	19.10%	9.90%	4.10%	38.60%	6.89%	244.52M	243.60M	6.07%	5.81	45.74	17.00 - 43.22	-10.85%	126.65%	46.14	1.72	2.55M	3,259,975	-3.65%	8.97%	2.70%	4.85%	-4.09%	2.48%	1.63	1.18	3.19% 2.73%	39.60	38.53	-2.70%
SYF	S&P 500	22.80B	1.35B	16.66B	19.47	23.13	0.88	2.26%	16500	Yes	Yes	1.80	17.84	11.06	5.85	1.37	2.00	1.68	3.16	-	-	1.39	1.39	11.49%	2.18	3.52	0.81	48.90%	3.05%	14.90%	9.30%	-23.00%	-67.50%	Jan 29 BMO	20.39%	0.30%	-6.40%	-	0.03%	1.40%	11.20%	33.50%	-	63.60%	8.10%	40.20%	54.69%	583.80M	581.63M	1.87%	2.24	40.79	12.15 - 39.18	-0.63%	220.45%	77.81	1.22	4.87M	4,428,320	5.99%	21.94%	35.72%	63.83%	10.54%	12.10%	1.81	1.06	3.12% 2.86%	38.91	38.94	0.06%
NDAQ	S&P 500	22.98B	911.00M	5.23B	36.61	4.71	1.96	1.38%	4776	Yes	Yes	2.30	26.02	23.52	2.54	4.39	3.88	30.19	34.14	1.20	1.20	0.59	0.59	4.88%	5.46	6.04	1.50	3.90%	10.25%	14.10%	4.00%	29.00%	75.50%	Jan 27 BMO	7.78%	0.10%	-5.85%	78.00%	0.35%	6.30%	16.00%	8.90%	52.80%	22.50%	17.40%	34.60%	13.52%	164.17M	114.00M	2.31%	3.13	144.16	71.66 - 143.50	-2.72%	94.81%	66.40	1.08	841.01K	673,905	3.90%	14.58%	11.34%	11.89%	31.77%	7.07%	0.84	2.66	1.93% 1.92%	142.13	139.60	-1.78%
KLAC	S&P 500	46.11B	1.29B	5.93B	17.69	13.47	3.60	1.18%	10600	Yes	Yes	2.30	36.98	23.44	3.11	7.77	17.18	22.57	42.82	1.90	2.70	0.00	1.25	12.78%	8.22	12.97	3.18	4.50%	11.88%	28.10%	15.60%	8.90%	24.20%	Oct 28 AMC	18.80%	0.40%	-12.49%	98.00%	6.36%	14.10%	49.70%	22.50%	59.00%	26.90%	21.80%	41.70%	48.23%	155.28M	154.03M	1.80%	2.89	255.94	110.19 - 315.87	-4.13%	174.83%	80.56	1.06	961.01K	758,076	9.23%	16.82%	40.69%	55.01%	70.80%	17.37%	1.27	9.17	3.64% 2.76%	303.88	302.83	-0.35%
EIX	S&P 500	23.23B	356.00M	13.39B	36.37	0.24	2.65	4.30%	12937	Yes	Yes	1.90	62.76	13.50	-	1.74	1.69	252.55	-	0.60	0.70	1.58	1.38	-0.63%	0.98	4.57	1.20	368.60%	-0.50%	-2.80%	-1.60%	24.10%	-156.50%	Oct 27 AMC	-0.97%	0.06%	-0.21%	91.00%	0.00%	0.50%	2.60%	6.40%	64.10%	5.30%	2.70%	256.00%	7.78%	378.51M	378.16M	1.49%	3.22	69.75	43.63 - 78.93	-21.87%	41.35%	48.24	0.76	1.75M	981,669	-0.68%	-1.01%	9.58%	9.88%	-19.89%	-1.89%	0.58	1.34	2.27% 2.16%	61.63	61.67	0.06%
PKI	S&P 500	16.67B	412.20M	3.23B	28.94	2.30	0.28	0.19%	13000	Yes	Yes	2.20	40.09	17.11	2.36	5.15	5.12	64.52	32.46	1.00	1.30	0.57	0.46	0.99%	3.70	8.66	2.79	-2.70%	17.00%	7.70%	5.20%	36.40%	199.60%	Oct 28 AMC	5.84%	0.10%	-42.52%	94.10%	0.50%	6.20%	14.00%	6.50%	52.00%	17.80%	12.70%	7.50%	28.82%	111.68M	111.04M	3.02%	3.49	153.63	62.91 - 162.70	-8.88%	135.65%	52.94	0.62	959.10K	440,613	-7.72%	1.93%	21.37%	35.97%	45.61%	3.23%	1.16	4.45	3.42% 2.77%	148.13	148.25	0.08%
ATVI	S&P 500	68.31B	2.21B	7.66B	18.63	10.02	0.41	0.46%	9200	Yes	Yes	2.00	31.53	25.41	1.29	8.92	4.83	8.99	35.26	-	4.10	0.25	0.25	0.45%	2.85	3.54	1.17	-0.30%	24.38%	11.60%	8.00%	52.40%	193.00%	Oct 29 AMC	8.48%	0.70%	-7.76%	90.10%	0.02%	10.90%	16.40%	9.50%	72.60%	33.40%	28.90%	12.90%	16.14%	772.00M	762.85M	1.14%	1.34	97.28	50.51 - 92.99	-2.61%	79.29%	58.57	0.69	6.47M	3,327,486	0.36%	4.71%	9.88%	13.38%	50.89%	-3.08%	0.67	2.00	2.21% 2.12%	89.99	90.56	0.63%
LMT	S&P 500	99.07B	6.59B	64.24B	17.73	12.57	10.40	2.99%	110000	Yes	Yes	2.20	14.85	13.28	1.83	1.54	19.60	27.64	28.57	1.10	1.30	2.56	2.36	-0.73%	23.40	26.17	6.42	25.80%	8.10%	16.80%	8.40%	8.70%	10.30%	Oct 20 BMO	-3.82%	0.08%	0.00%	77.80%	-0.03%	13.30%	171.20%	47.70%	13.30%	13.20%	10.20%	41.20%	-7.49%	279.30M	237.25M	1.26%	1.94	432.94	266.11 - 442.53	-21.78%	30.08%	44.37	0.87	1.55M	995,982	1.43%	-2.86%	-11.08%	-5.04%	-17.46%	-2.12%	0.92	7.05	2.24% 1.87%	347.44	346.16	-0.37%
DISH	S&P 500	17.24B	1.42B	14.18B	24.15	5.44	-	-	16000	Yes	Yes	2.50	13.59	12.69	-	1.22	1.39	6.17	5.90	0.70	0.80	1.11	0.94	5.86%	2.47	2.64	0.75	-12.80%	-	5.10%	-2.60%	43.00%	31.60%	Nov 06 BMO	2.43%	1.30%	-6.10%	80.20%	-0.02%	4.20%	11.80%	5.60%	33.10%	14.90%	10.00%	0.00%	9.48%	525.53M	246.72M	5.17%	3.29	40.32	17.09 - 42.62	-21.30%	96.26%	55.84	0.69	3.88M	1,985,491	3.42%	-4.28%	19.49%	0.90%	-8.54%	3.68%	1.98	1.14	2.96% 3.61%	33.53	33.54	0.03%
FTNT	S&P 500	23.16B	452.60M	2.46B	4.40	10.55	-	-	8075	Yes	Yes	2.40	55.36	40.62	2.88	9.42	33.53	13.98	27.67	1.40	1.40	0.00	0.00	1.23%	2.67	3.63	0.97	-11.50%	19.24%	65.40%	22.90%	18.90%	63.20%	Feb 04 AMC	12.82%	11.60%	-0.72%	71.30%	0.07%	13.00%	58.00%	21.30%	77.90%	19.30%	18.50%	0.00%	15.59%	162.10M	135.60M	2.42%	2.78	144.46	70.20 - 155.31	-4.83%	110.56%	59.04	0.43	1.18M	380,599	2.99%	12.89%	13.36%	15.85%	26.04%	-0.67%	1.06	4.91	3.84% 3.20%	147.53	147.81	0.19%
CHTR	S&P 500	123.63B	2.69B	47.23B	132.66	6.47	-	-	95100	Yes	Yes	2.10	49.25	29.54	0.95	2.62	4.70	96.36	20.15	0.40	0.40	2.96	2.90	-1.76%	12.65	21.09	4.90	42.70%	51.85%	43.10%	38.10%	5.10%	124.10%	Jan 29 BMO	-2.17%	13.10%	-1.41%	75.10%	4.53%	1.80%	9.20%	5.50%	52.30%	16.40%	5.70%	0.00%	8.75%	202.83M	135.95M	5.94%	7.13	704.14	345.67 - 681.71	-7.37%	82.69%	46.17	0.79	1.13M	663,972	-1.06%	-4.09%	-2.43%	11.66%	20.89%	-5.81%	0.98	15.24	2.24% 2.36%	623.09	631.49	1.35%
BA	DJIA S&P500	120.09B	-4463.00M	63.41B	-20.86	47.40	-	-	161100	Yes	Yes	2.70	-	167.26	-	1.89	-	4.43	-	0.50	1.40	-	-	-4.01%	-7.88	1.26	-1.23	-106.30%	12.33%	-16.60%	-1.30%	-29.20%	-138.60%	Jan 27 BMO	-1.61%	0.12%	0.17%	53.00%	0.51%	-3.00%	42.70%	-1.90%	2.90%	-10.90%	-7.00%	-	18.29%	566.60M	563.86M	2.28%	0.64	227.05	89.00 - 349.95	-41.23%	131.09%	42.68	0.52	20.06M	7,799,124	-1.32%	-8.18%	28.59%	17.47%	-36.35%	-1.94%	1.61	6.91	2.62% 2.79%	209.91	205.67	-2.02%
ADM	S&P 500	29.34B	1.64B	62.71B	34.44	-	1.44	2.72%	38100	Yes	Yes	1.70	18.22	14.58	4.05	0.47	1.54	-	-	1.00	1.60	0.42	0.41	3.07%	2.90	3.63	1.08	-19.90%	4.50%	-6.00%	-4.50%	-9.60%	-43.90%	Oct 29 AMC	4.43%	0.30%	-19.42%	82.20%	-0.07%	3.50%	8.30%	4.20%	6.80%	1.80%	2.50%	50.50%	18.65%	561.00M	554.23M	0.85%	1.78	54.92	28.92 - 53.57	-2.71%	80.22%	58.01	0.72	2.64M	1,420,037	0.84%	8.58%	8.23%	29.08%	19.10%	4.88%	0.86	1.15	2.19% 2.06%	52.87	52.12	-1.42%
UNP	S&P 500	141.60B	5.37B	19.60B	25.48	4.06	3.88	1.79%	31362	Yes	Yes	2.10	27.55	23.07	3.34	7.22	8.48	53.21	58.06	0.90	1.10	1.63	1.52	4.05%	7.85	9.37	2.14	6.00%	8.24%	7.80%	-2.00%	-10.80%	-9.10%	Jan 21 BMO	5.93%	0.10%	-2.63%	81.00%	-0.18%	8.60%	31.70%	15.50%	82.20%	40.40%	27.40%	49.30%	17.86%	675.00M	672.45M	0.84%	1.97	216.00	105.08 - 221.28	-2.29%	105.77%	63.29	0.61	2.85M	1,287,067	1.62%	9.17%	5.54%	22.21%	19.56%	3.81%	1.08	4.25	1.94% 1.86%	216.16	216.22	0.03%
IDXX	S&P 500	40.24B	497.50M	2.59B	5.16	2.13	-	-	9200	Yes	Yes	1.90	85.22	72.19	4.99	15.53	94.75	229.16	90.27	1.20	1.60	2.05	1.94	-1.06%	5.74	6.77	1.39	14.00%	17.09%	22.20%	10.10%	19.20%	35.90%	Oct 29 BMO	3.60%	0.90%	-30.96%	88.40%	0.03%	25.80%	199.30%	43.00%	57.60%	24.10%	19.20%	0.00%	30.15%	85.31M	84.41M	0.81%	1.69	476.60	168.65 - 516.86	-5.56%	189.42%	51.43	0.60	405.02K	181,352	-1.27%	6.71%	16.26%	44.13%	69.47%	-2.19%	0.87	12.66	2.62% 2.54%	488.90	488.11	-0.16%
INTU	S&P 500	94.54B	1.97B	7.84B	19.94	22.40	2.36	0.65%	10600	Yes	Yes	2.10	49.07	37.52	4.55	12.06	18.33	16.32	48.51	3.10	3.10	0.45	0.39	-0.53%	7.45	9.74	1.28	17.30%	10.79%	36.80%	12.90%	13.60%	246.10%	Nov 19 AMC	2.46%	0.20%	-40.06%	88.40%	0.37%	22.40%	41.80%	21.30%	82.90%	30.30%	25.10%	28.20%	17.80%	263.00M	255.04M	0.86%	1.79	403.41	187.68 - 387.94	-4.21%	98.01%	52.82	0.88	1.23M	806,042	-0.85%	0.00%	5.85%	27.93%	33.89%	-3.78%	1.00	8.39	2.12% 2.21%	365.51	371.62	1.67%
EXPE	S&P 500	20.15B	-2199.00M	7.03B	11.55	31.31	-	-	25400	Yes	Yes	2.60	-	223.87	-	2.87	12.48	4.60	-	1.20	1.20	5.41	5.41	6.36%	-15.62	0.64	-1.91	42.00%	-	4.70%	15.90%	-57.70%	-157.60%	Nov 04 AMC	12.37%	0.30%	-0.96%	-	0.12%	-10.50%	-91.60%	7.90%	72.20%	-29.80%	-31.30%	-	50.70%	141.31M	118.58M	13.96%	5.70	119.28	40.76 - 147.55	-3.91%	247.85%	65.13	0.40	2.90M	858,805	1.32%	16.90%	56.03%	65.39%	30.19%	8.89%	1.70	4.70	2.75% 3.35%	144.17	141.79	-1.65%
GD	S&P 500	44.50B	3.19B	38.22B	51.37	5.09	4.40	2.86%	102900	Yes	Yes	2.40	13.98	13.48	4.26	1.16	3.00	30.29	31.47	0.90	1.30	0.91	0.68	2.44%	11.02	11.43	3.55	6.70%	3.29%	8.90%	5.00%	-3.40%	-7.50%	Oct 28 BMO	2.43%	0.40%	-1.12%	87.00%	0.10%	6.30%	23.00%	15.20%	16.90%	11.00%	8.30%	38.30%	5.78%	286.45M	270.06M	1.31%	2.42	163.11	100.55 - 190.08	-19.14%	52.85%	57.86	0.70	1.46M	763,662	1.56%	0.49%	7.84%	3.76%	-15.15%	3.54%	1.04	3.09	2.08% 2.00%	154.09	153.69	-0.26%
UDR	S&P 500	11.46B	131.20M	1.24B	11.09	0.00	1.44	3.72%	1330	Yes	Yes	2.50	87.03	-	-	9.22	3.49	12733.56	59.04	-	-	1.50	1.43	4.14%	0.45	0.00	0.11	-14.50%	-	86.90%	7.10%	4.90%	-198.70%	Oct 29 AMC	2.64%	0.50%	-8.08%	99.40%	0.26%	1.40%	3.90%	2.70%	67.10%	16.50%	10.50%	314.50%	7.73%	294.71M	291.54M	2.64%	3.57	40.78	29.20 - 51.25	-23.57%	34.14%	58.40	0.61	2.16M	979,403	3.12%	3.03%	14.38%	5.36%	-17.37%	0.78%	0.76	0.95	2.13% 2.55%	38.73	39.17	1.14%
